Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Ru-Sen Lu	31	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Haystack Observatory; Route 40; Massachusetts Institute of Technology; Westford; MA 01886; USA. Max-Planck-Institut fÃ¼r Radioastronomie; Auf dem HÃ¼gel 69; D-53121 Bonn; Germany.
David MacMahon	32	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Department of Astronomy; Radio Astronomy Laboratory; 501 Campbell; University of California Berkeley; Berkeley; CA 94720-3411; USA.
Jonathan C McKinney	33	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Department of Physics; Joint Space-Science Institute; University of Maryland at College Park; Physical Sciences Complex; College Park; MD 20742; USA.
James M Moran	34	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Ramesh Narayan	35	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Rurik A Primiani	36	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Dimitrios Psaltis	37	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721-0065; USA.
Alan E E Rogers	38	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Haystack Observatory; Route 40; Massachusetts Institute of Technology; Westford; MA 01886; USA.
Katherine Rosenfeld	39	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Jason SooHoo	40	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Haystack Observatory; Route 40; Massachusetts Institute of Technology; Westford; MA 01886; USA.
Remo P J Tilanus	41	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Department of Astrophysics/Institute for Mathematics; Astrophysics and Particle Physics; Radboud University Nijmegen; Post Office Box 9010; 6500 GL Nijmegen; Netherlands. Leiden Observatory; Leiden University; Post Office Box 9513; 2300 RA Leiden; Netherlands.
Michael Titus	42	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Haystack Observatory; Route 40; Massachusetts Institute of Technology; Westford; MA 01886; USA.
Laura Vertatschitsch	43	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Jonathan Weintroub	44	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
Melvyn Wright	45	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Department of Astronomy; Radio Astronomy Laboratory; 501 Campbell; University of California Berkeley; Berkeley; CA 94720-3411; USA.
Ken H Young	46	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Harvard-Smithsonian Center for Astrophysics; 60 Garden Street; Cambridge; MA 02138; USA.
J Anton Zensus	47	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Max-Planck-Institut fÃ¼r Radioastronomie; Auf dem HÃ¼gel 69; D-53121 Bonn; Germany.
Lucy M Ziurys	Corresponding	Journal Article	26785487	Science	2015	Resolved magnetic-field structure and variability near the event horizon of Sagittarius A.	Steward Observatory; University of Arizona; 933 North Cherry Avenue; Tucson; AZ 85721-0065; USA.
G Filacchione	First	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
M C De Sanctis	2	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
F Capaccioni	3	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
A Raponi	4	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
F Tosi	5	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
M Ciarniello	6	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
P Cerroni	7	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
G Piccioni	8	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
M T Capria	9	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
E Palomba	10	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
G Bellucci	11	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
S Erard	12	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
D Bockelee-Morvan	13	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
C Leyrat	14	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
G Arnold	15	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institute for Planetary Research; DLR; Berlin; Germany.
M A Barucci	16	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
M Fulchignoni	17	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
B Schmitt	18	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	UniversitÃ© Grenoble Alpes; CNRS; IPAG; Grenoble; France.
E Quirico	19	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	UniversitÃ© Grenoble Alpes; CNRS; IPAG; Grenoble; France.
R Jaumann	20	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institute for Planetary Research; DLR; Berlin; Germany.
K Stephan	21	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institute for Planetary Research; DLR; Berlin; Germany.
A Longobardo	22	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
V Mennella	23	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-Osservatorio di Capodimonte; Napoli; Italy.
A Migliorini	24	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	INAF-IAPS; Istituto di Astrofisica e Planetologia Spaziali; Rome; Italy.
E Ammannito	25	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	UCLA; Los Angeles; California; USA.
J Benkhoff	26	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	European Space Agency-ESTEC; Noordwijk; The Netherlands.
J P Bibring	27	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institut d'Astrophysique Spatial CNRS; Orsay; France.
A Blanco	28	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Dipartimento di Matematica e Fisica "Ennio De Giorgi"; UniversitÃ  del Salento; Lecce; Italy.
M I Blecka	29	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Space Research Centre; Polish Academy of Sciences; Warsaw; Poland.
R Carlson	30	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	NASA JPL; Pasadena; California; USA.
U Carsenty	31	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institute for Planetary Research; DLR; Berlin; Germany.
L Colangeli	32	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	European Space Agency-ESTEC; Noordwijk; The Netherlands.
M Combes	33	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
M Combi	34	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Space Physics Research Laboratory; The University of Michigan; Michigan; Ann Arbor; USA.
J Crovisier	35	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
P Drossart	36	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
T Encrenaz	37	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	LESIA; Observatoire de Paris/CNRS/UPMC/UniversitÃ© Paris-Diderot; Meudon; France.
C Federico	38	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	UniversitÃ  di Perugia; Perugia; Italy.
U Fink	39	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Lunar Planetary Laboratory; University of Arizona; Tucson; Arizona; USA.
S Fonti	40	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Dipartimento di Matematica e Fisica "Ennio De Giorgi"; UniversitÃ  del Salento; Lecce; Italy.
W H Ip	41	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	National Central University; Taipei; Taiwan.
P Irwin	42	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Department of Physics; Oxford University; Oxford; UK.
E Kuehrt	43	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institute for Planetary Research; DLR; Berlin; Germany.
Y Langevin	44	Journal Article	26760209	Nature	2016	Exposed water ice on the nucleus of comet 67P/Churyumov-Gerasimenko.	Institut d'Astrophysique Spatial CNRS; Orsay; France.
