Name,Author Type,Article Type,Journal,Year,Article title,Author affiliation
R W Sablowski,First,Journal Article,Cell,1998,A homolog of NO APICAL MERISTEM is an immediate target of the floral homeotic genes APETALA3/PISTILLATA.,California Institute of Technology; Division of Biology; Pasadena 91125; USA.
E M Meyerowitz,Corresponding,Journal Article,Cell,1998,A homolog of NO APICAL MERISTEM is an immediate target of the floral homeotic genes APETALA3/PISTILLATA.,
D Rouse,First,Journal Article,Science,1998,Changes in auxin response from mutations in an AUX/IAA gene.,Department of Biology; University of York; York YO1 5YW; UK.
P Mackay,2,Journal Article,Science,1998,Changes in auxin response from mutations in an AUX/IAA gene.,
P Stirnberg,3,Journal Article,Science,1998,Changes in auxin response from mutations in an AUX/IAA gene.,
M Estelle,4,Journal Article,Science,1998,Changes in auxin response from mutations in an AUX/IAA gene.,
O Leyser,Corresponding,Journal Article,Science,1998,Changes in auxin response from mutations in an AUX/IAA gene.,
H Guo,First,Journal Article,Science,1998,Regulation of flowering time by Arabidopsis photoreceptors.,Department of Molecular; Cell and Developmental Biology; and Molecular Biology Institute; University of California; Los Angeles; CA 90095; USA.
H Yang,2,Journal Article,Science,1998,Regulation of flowering time by Arabidopsis photoreceptors.,
T C Mockler,3,Journal Article,Science,1998,Regulation of flowering time by Arabidopsis photoreceptors.,
C Lin,Corresponding,Journal Article,Science,1998,Regulation of flowering time by Arabidopsis photoreceptors.,
M Bevan,First,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,Department of Molecular Genetics; John Innes Centre; Colney; Norwich; UK. bevan@bbsrc.ac.uk
I Bancroft,2,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
E Bent,3,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
K Love,4,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
H Goodman,5,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
C Dean,6,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R Bergkamp,7,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
W Dirkse,8,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Van Staveren,9,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
W Stiekema,10,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
L Drost,11,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
P Ridley,12,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S A Hudson,13,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
K Patel,14,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
G Murphy,15,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
P Piffanelli,16,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
H Wedler,17,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
E Wedler,18,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R Wambutt,19,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T Weitzenegger,20,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T M Pohl,21,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
N Terryn,22,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
J Gielen,23,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R Villarroel,24,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R De Clerck,25,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Van Montagu,26,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
A Lecharny,27,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S Auborg,28,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
I Gy,29,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Kreis,30,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
N Lao,31,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T Kavanagh,32,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S Hempel,33,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
P Kotter,34,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
K D Entian,35,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Rieger,36,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Schaeffer,37,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
B Funk,38,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S Mueller-Auer,39,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Silvey,40,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R James,41,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
A Montfort,42,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
A Pons,43,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
P Puigdomenech,44,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
A Douka,45,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
E Voukelatou,46,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
D Milioni,47,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
P Hatzopoulos,48,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
E Piravandi,49,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
B Obermaier,50,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
H Hilbert,51,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
A DÃ¼sterhÃ¶ft,52,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T Moores,53,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
J D Jones,54,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T Eneva,55,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
K Palme,56,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
V Benes,57,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S Rechman,58,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
W Ansorge,59,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
R Cooke,60,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
C Berger,61,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Delseny,62,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
M Voet,63,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
G Volckaert,64,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
H W Mewes,65,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
S Klosterman,66,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
C Schueller,67,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
N Chalwatzis,Corresponding,Journal Article,Nature,1998,Analysis of 1.9 Mb of contiguous sequence from chromosome 4 of Arabidopsis thaliana.,
T Arioli,First,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,Cooperative Research Centre for Plant Science; Australian National University; Post Office Box 475; Canberra; ACT 2601; Australia.
L Peng,2,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
A S Betzner,3,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
J Burn,4,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
W Wittke,5,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
W Herth,6,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
C Camilleri,7,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
H HÃ¶fte,8,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
J Plazinski,9,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
R Birch,10,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
A Cork,11,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
J Glover,12,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
J Redmond,13,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
R E Williamson,Corresponding,Journal Article,Science,1998,Molecular analysis of cellulose biosynthesis in Arabidopsis.,
H Zhang,First,Journal Article,Science,1998,An Arabidopsis MADS box gene that controls nutrient-induced changes in root architecture.,Biochemistry and Physiology Department; IACR-Rothamsted; Harpenden; Herts AL5 2JQ; UK.
B G Forde,Corresponding,Journal Article,Science,1998,An Arabidopsis MADS box gene that controls nutrient-induced changes in root architecture.,
T Ichikawa,First,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,Max Planck Institut fÃ¼r ZÃ¼chtungsforschung; KÃ¶ln; Germany.
Y Suzuki,2,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,
I Czaja,3,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,
C Schommer,4,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,
A Lessnick,5,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,
J Schell,6,Journal Article,Nature,1998,Identification and role of adenylyl cyclase in auxin signalling in higher plants.,
